inferred_cell_type,sequence_file.insdc_run_accessions,cell_suspension.biomaterial_core.biomaterial_id,cell_suspension.provenance.document_id
not available,SRR3562491,GSM2172161 1,b250bc0a-bb34-480c-8d63-ec82f93f2d79
pancreatic A cell,SRR3562492,GSM2172162 1,5a71d023-2bcf-449c-a7e6-622252830e20
not available,SRR3562493,GSM2172163 1,14711ff2-a3ef-45fa-89d6-230512c5f7af
pancreatic A cell,SRR3562494,GSM2172164 1,fea0e93e-4f78-4c11-82ff-bdfbb7083179
pancreatic A cell,SRR3562495,GSM2172165 1,f91a8bb6-1d54-4233-9be8-8e7ad0d9332a
pancreatic A cell,SRR3562496,GSM2172166 1,4c2a5116-69dd-4eee-b083-50f39ecf7339
pancreatic A cell,SRR3562497,GSM2172167 1,1f4afee1-af9a-478b-83c4-9f3eb41e2361
not available,SRR3562498,GSM2172168 1,af1dea69-81e3-47b6-9448-41e590511da3
not available,SRR3562499,GSM2172169 1,06cb52be-2801-4a1d-a1aa-8aa9c015ab0a
pancreatic A cell,SRR3562500,GSM2172170 1,ae3f7809-d799-4975-914f-2eb91891a78a
not available,SRR3562501,GSM2172171 1,499f4373-a322-48a2-b685-11446858cbf3
not available,SRR3562502,GSM2172172 1,4686dbeb-f863-4a46-99ae-602323db3a4d
type B pancreatic cell,SRR3562503,GSM2172173 1,479c036e-7a58-4150-a038-a05f21ca4a96
pancreatic A cell,SRR3562504,GSM2172174 1,64b85f7d-9b05-410b-8c01-c2a54067e366
not available,SRR3562505,GSM2172175 1,7edcd9db-bca2-4d28-8f7d-ef4ee58517a4
pancreatic A cell,SRR3562506,GSM2172176 1,fb03b205-7daf-4970-8ca5-cc4fbaee5641
not available,SRR3562507,GSM2172177 1,cd3413cb-79dc-4a75-ba6a-8a4801cc2c02
pancreatic A cell,SRR3562508,GSM2172178 1,c57808b8-d3dd-4334-ad78-2e409b70df6b
not available,SRR3562509,GSM2172179 1,21c6bc35-d42e-48d2-91e1-74d98fec00a3
pancreatic D cell,SRR3562510,GSM2172180 1,e5aa0eea-dd03-49cb-8eaa-f2eb181777b5
not available,SRR3562511,GSM2172181 1,953d9234-55d6-43d8-8d86-a996cc192f0b
not available,SRR3562512,GSM2172182 1,b8269ac9-17bd-4241-bf4c-58f2ebba80ef
pancreatic A cell,SRR3562513,GSM2172183 1,df1b687d-8dec-431d-8562-2c0b10bab547
not available,SRR3562514,GSM2172184 1,78db94ad-b382-4d22-a7c7-dcea2fa0180b
pancreatic A cell,SRR3562515,GSM2172185 1,2209e566-81cd-4548-ae30-843b4d0cc0b8
pancreatic A cell,SRR3562516,GSM2172186 1,d0bd1d8f-ca12-47ef-940e-ec7704a6bdb9
pancreatic A cell,SRR3562517,GSM2172187 1,d57376c3-9e9b-42f3-8354-5e2e4d9b7bd7
not available,SRR3562518,GSM2172188 1,6b906ecb-0432-4c25-a261-c5b229645946
pancreatic A cell,SRR3562519,GSM2172189 1,7be9a6e5-9116-4762-ae13-dee2ae9b54e7
pancreatic A cell,SRR3562520,GSM2172190 1,9ca450f8-4340-4392-8550-5a8322e9d0db
pancreatic A cell,SRR3562521,GSM2172191 1,255e5b98-4a1a-4d93-b4f8-a801145b26b4
pancreatic A cell,SRR3562522,GSM2172192 1,ae719dbf-a753-4722-9e76-9013fd1205ab
not available,SRR3562523,GSM2172193 1,a43b9ae3-d3bb-4b62-ae3a-397d6cad7ffa
not available,SRR3562524,GSM2172194 1,b5c7e61f-acaa-43d9-9358-95e3cf7b7e0d
pancreatic A cell,SRR3562525,GSM2172195 1,5a344e6b-02ed-4794-abb0-3fe8863222b5
not available,SRR3562526,GSM2172196 1,8c787c81-c7c2-4f96-90eb-56c82454ad2d
not available,SRR3562527,GSM2172197 1,1d840430-4a5e-4624-b2a3-a28aaa89f1a2
not available,SRR3562528,GSM2172198 1,6f370bca-848e-4c7a-8d28-75fd89b6c422
pancreatic ductal cell,SRR3562529,GSM2172199 1,b89cfdad-982d-4a1c-83b2-fd7e62feb48f
not available,SRR3562530,GSM2172200 1,2b8f45af-7c8d-4174-b721-cfadc03859f8
not available,SRR3562531,GSM2172201 1,09be1130-05cf-4463-abfd-9b572db460b6
pancreatic ductal cell,SRR3562532,GSM2172202 1,58b0aa4d-2118-4106-b105-23784e957bad
pancreatic D cell,SRR3562533,GSM2172203 1,cf7f5b3b-5511-40b9-8365-70b066f2670d
not available,SRR3562534,GSM2172204 1,57160b5c-25c5-4252-a23b-dae3a4c1b38f
not available,SRR3562535,GSM2172205 1,f3ac67ea-f9e8-46b9-82a8-ef55ddcd81b4
pancreatic ductal cell,SRR3562536,GSM2172206 1,c25abab3-d99b-48d1-9f5c-e47137196563
pancreatic ductal cell,SRR3562537,GSM2172207 1,3c50ab87-3400-4c9b-a447-d6b3ae79c6a4
pancreatic A cell,SRR3562538,GSM2172208 1,ede5e917-90e6-4232-be9a-5e2f763b9600
pancreatic ductal cell,SRR3562539,GSM2172209 1,4e26a856-2192-4931-9f7f-d9362ef1cb7a
not available,SRR3562540,GSM2172210 1,0233c4e2-85c1-4b3b-b139-31ab069ec224
pancreatic ductal cell,SRR3562541,GSM2172211 1,9f59803a-33ac-4f19-a712-68967c923e9c
pancreatic ductal cell,SRR3562542,GSM2172212 1,4e7541fc-39eb-4df6-aa6c-614a7b6a19b1
pancreatic ductal cell,SRR3562543,GSM2172213 1,f01fe98b-3b8f-4275-a258-f5c4ddc10fdd
not available,SRR3562544,GSM2172214 1,ed4dbe00-c91a-459e-8e3c-82f396360584
not available,SRR3562545,GSM2172215 1,3769605a-22b7-4fd7-b341-38893a2c0ce9
pancreatic A cell,SRR3562546,GSM2172216 1,a517d5a0-7d33-4a87-9140-ba14b0000b4e
not available,SRR3562547,GSM2172217 1,22592bbc-f414-4511-bf60-4aae88c0dc9c
pancreatic ductal cell,SRR3562548,GSM2172218 1,a45fcce5-22bd-484d-9a9a-3b6fde791e0c
pancreatic ductal cell,SRR3562549,GSM2172219 1,6596d048-ea81-42d5-b222-559ca3eaa30d
pancreatic ductal cell,SRR3562550,GSM2172220 1,70f5c2f2-df6d-4719-913d-7470d26bff2d
pancreatic A cell,SRR3562551,GSM2172221 1,ab76eac2-2050-4775-98e1-250f5c106f5c
pancreatic ductal cell,SRR3562552,GSM2172222 1,12f7d7c2-38c1-4162-8042-8968f0d0ce0a
pancreatic A cell,SRR3562553,GSM2172223 1,c3314cb0-cc9c-4295-a9a5-dca50966db70
pancreatic ductal cell,SRR3562554,GSM2172224 1,41a569a3-c2a3-41a5-8a6a-733dfd465f29
pancreatic ductal cell,SRR3562555,GSM2172225 1,f4a60541-78a1-4273-974c-ed6864a59e3e
not available,SRR3562556,GSM2172226 1,754a8ec6-a901-43ae-a277-3af6bb935cd4
pancreatic ductal cell,SRR3562557,GSM2172227 1,361db398-4865-4239-9722-b62d086629f2
pancreatic ductal cell,SRR3562558,GSM2172228 1,e37c1f3a-bb16-43a8-9b98-9c90e69c8551
not available,SRR3562559,GSM2172229 1,a3245ac6-4505-43f7-9282-4819abafd894
pancreatic ductal cell,SRR3562560,GSM2172230 1,69a82ca8-3bda-418b-8cee-82133bcb5364
pancreatic ductal cell,SRR3562561,GSM2172231 1,3df8064f-5d39-4a79-b726-85a2ba3b4971
pancreatic ductal cell,SRR3562562,GSM2172232 1,f09cd19f-fe5d-4df5-86d6-61f6be32f364
not available,SRR3562563,GSM2172233 1,d3033bb6-a429-45e1-af71-8623b702aef0
not available,SRR3562564,GSM2172234 1,9f03c4c7-0735-4683-b27f-a46b622702f4
pancreatic A cell,SRR3562565,GSM2172235 1,5a1ca44c-6cfd-4ba8-b98c-177d9c3656fe
pancreatic ductal cell,SRR3562566,GSM2172236 1,97dc3875-53ec-411a-959b-957ae8aeec2d
pancreatic ductal cell,SRR3562567,GSM2172237 1,c459a1e4-7d79-4c85-88f6-9e8517f20638
pancreatic ductal cell,SRR3562568,GSM2172238 1,3c416a1c-e13a-43ce-8581-9d94444a25ec
pancreatic ductal cell,SRR3562569,GSM2172239 1,50f40313-06ab-48c1-a221-d068a3a36f8e
pancreatic ductal cell,SRR3562570,GSM2172240 1,85dcd617-66b3-4043-8005-1bb6454f4475
pancreatic A cell,SRR3562571,GSM2172241 1,506bd07c-2ed1-49dc-8b11-24b16f46ce3e
not available,SRR3562572,GSM2172242 1,0e0af614-5ae7-4714-bb9a-d8a31ede5147
not available,SRR3562573,GSM2172243 1,9f1ff77f-fb86-4815-b324-b56fcbb5b558
pancreatic ductal cell,SRR3562574,GSM2172244 1,d2c48dce-6896-4093-86e4-419ede42e0ad
pancreatic ductal cell,SRR3562575,GSM2172245 1,e068ad83-e73d-46d7-bcf5-c29128728e7b
pancreatic ductal cell,SRR3562576,GSM2172246 1,e6a778ab-07c2-4fa8-b00c-9771c173bc53
not available,SRR3562577,GSM2172247 1,b1f26222-09be-420e-b231-ab659846dd2b
pancreatic ductal cell,SRR3562578,GSM2172248 1,f454fac5-588d-4f8e-97e0-e125410b3416
pancreatic ductal cell,SRR3562579,GSM2172249 1,e52b23a2-5732-465a-959e-9502ee651e04
pancreatic ductal cell,SRR3562580,GSM2172250 1,b81973c1-c0cb-4afa-b131-01801ac6da7d
not available,SRR3562581,GSM2172251 1,1f36a3f2-bd3b-4bdb-bb66-eb9b25efd4da
pancreatic D cell,SRR3562582,GSM2172252 1,5a51b2c2-43fd-4021-be6f-4a9784a826f2
pancreatic A cell,SRR3562583,GSM2172253 1,b02f5caa-b533-4071-a00e-96725de4b327
not available,SRR3562584,GSM2172254 1,5ec32149-dbed-4484-8337-c80e84e9cb29
pancreatic ductal cell,SRR3562585,GSM2172255 1,e4ab0135-55de-425c-88a4-b4a6338df3d4
not available,SRR3562586,GSM2172256 1,845e319c-cf3d-44ad-b23f-b8b0bd0ffb6c
pancreatic ductal cell,SRR3562587,GSM2172257 1,a31ba45e-8330-40d2-8297-189cfd78c00a
not available,SRR3562588,GSM2172258 1,614dd7cb-3de8-4cb0-be11-6ffe7755eafc
pancreatic ductal cell,SRR3562589,GSM2172259 1,7c5ef870-8638-444a-aba1-84c26f3e97a1
pancreatic ductal cell,SRR3562590,GSM2172260 1,6a95e5c6-a866-402c-9dfc-de54d8787a5b
not available,SRR3562591,GSM2172261 1,6c73fece-560f-4e78-a3c5-a17e2391bf06
pancreatic D cell,SRR3562592,GSM2172262 1,28db4c77-411f-4882-8840-529089ea9c54
pancreatic ductal cell,SRR3562593,GSM2172263 1,9c26618c-542d-453c-8c5a-c12955fe2e75
pancreatic ductal cell,SRR3562594,GSM2172264 1,4f6c4bde-41fe-44cd-bed1-145156e7350d
not available,SRR3562595,GSM2172265 1,59b1a3ea-163c-4ff2-93c4-2e4b5afa6cd7
pancreatic ductal cell,SRR3562596,GSM2172266 1,725ebd59-ca4f-4a76-9376-0eef9d8ba7fb
pancreatic D cell,SRR3562597,GSM2172267 1,43766dae-0cd0-4355-8ddc-2b3755d2b190
pancreatic ductal cell,SRR3562598,GSM2172268 1,94744c1b-efcc-4d65-afb2-e0ec250b2514
not available,SRR3562599,GSM2172269 1,19bfa92a-bee7-40ab-92fa-7c2102a8f354
pancreatic D cell,SRR3562600,GSM2172270 1,0dbe52c9-98a4-4a59-8de6-a9f929b3fe7e
pancreatic A cell,SRR3562601,GSM2172271 1,36191e69-f312-4703-9fdc-6eb1bac9b1f1
pancreatic ductal cell,SRR3562602,GSM2172272 1,05f01291-e668-44ed-a0db-cf4e865a1048
not available,SRR3562603,GSM2172273 1,fb8afe1d-6596-45a6-a6a4-3d83af03f6d1
pancreatic A cell,SRR3562604,GSM2172274 1,7f05ba07-0160-4bc8-aad7-8dc9d88f12e3
not available,SRR3562605,GSM2172275 1,f5a7d680-54cf-42e4-b5eb-968ddbb0e811
not available,SRR3562606,GSM2172276 1,af2cc523-0969-4226-9567-69d735939b21
not available,SRR3562607,GSM2172277 1,20dad21f-26b4-468a-8ac7-b4f5f9845302
not available,SRR3562608,GSM2172278 1,0fe283d6-3546-424c-9450-d3b75cd9a760
pancreatic ductal cell,SRR3562609,GSM2172279 1,460a1f19-58ef-4e9e-a7ee-329a4e1d46c7
not available,SRR3562610,GSM2172280 1,71057aa9-6483-4272-b908-0fdcacfedb13
pancreatic ductal cell,SRR3562611,GSM2172281 1,3f4299f2-c19e-4998-a3a5-1675f1b7bb02
not available,SRR3562612,GSM2172282 1,006e5b08-a975-41e6-843d-e86fc0d40a45
pancreatic A cell,SRR3562613,GSM2172283 1,f89f3b47-c8fd-4f5e-80fd-5e39434d9d47
not available,SRR3562614,GSM2172284 1,2b79944a-62e9-4f5d-aaa0-c63e3c77a3bd
not available,SRR3562615,GSM2172285 1,76055a5b-5d6c-4b3c-a6c0-ade2e5c0e3d1
not available,SRR3562616,GSM2172286 1,5a3c0061-c9b6-4533-8513-cbf236f94cf6
not available,SRR3562617,GSM2172287 1,aa49bcfb-7e95-4c23-b602-f10a770fe9e1
pancreatic D cell,SRR3562618,GSM2172288 1,dcd8f8b1-a2d9-4870-89c3-fb2db05f5bca
not available,SRR3562619,GSM2172289 1,756e01ab-b337-4a08-9f91-55372650c22e
pancreatic ductal cell,SRR3562620,GSM2172290 1,6a3b8a64-8880-4e94-86ce-b8a2d01e763d
pancreatic A cell,SRR3562621,GSM2172291 1,e7fff2ce-e13d-49b3-8332-6c1e835d705d
pancreatic ductal cell,SRR3562622,GSM2172292 1,114d0ca6-3a5f-40c0-895a-a546ffa55fed
not available,SRR3562623,GSM2172293 1,345de403-0c4a-42ad-be9c-b688b3965662
not available,SRR3562624,GSM2172294 1,398803bf-c3b5-4b2b-8b57-9bb2b3d3a429
pancreatic ductal cell,SRR3562625,GSM2172295 1,91d9a864-e87f-4b4f-9750-e74055daa437
pancreatic ductal cell,SRR3562626,GSM2172296 1,18833c10-5728-4de4-8d48-703b2209cea9
not available,SRR3562627,GSM2172297 1,41657600-e322-4190-86cc-e150ad8a9f1c
pancreatic A cell,SRR3562628,GSM2172298 1,3c87d39d-29d4-42dd-9184-bd99a3e702e1
pancreatic ductal cell,SRR3562629,GSM2172299 1,19e0d2e4-342f-4dbf-a049-eb672d65c949
pancreatic ductal cell,SRR3562630,GSM2172300 1,f69d66f0-ed97-44ee-90ec-0b53dd1fb39d
pancreatic ductal cell,SRR3562631,GSM2172301 1,e2422508-1c99-4c4a-a48b-3ee6506357a4
pancreatic ductal cell,SRR3562632,GSM2172302 1,970e3c79-d58a-447f-b926-5eb1bdf60420
pancreatic ductal cell,SRR3562633,GSM2172303 1,099621a1-440a-41ff-b584-6f4c52a31d3b
pancreatic ductal cell,SRR3562634,GSM2172304 1,85873cab-a5c1-4720-ab39-1ddd0a046a86
pancreatic A cell,SRR3562635,GSM2172305 1,203d1c2a-b2ff-45cb-9ce2-eb7c4b85f963
pancreatic A cell,SRR3562636,GSM2172306 1,43725b33-d26d-4bac-8600-2ae390c5b644
pancreatic ductal cell,SRR3562637,GSM2172307 1,c620dd0a-be27-4adf-8606-fdc7131ad36c
not available,SRR3562638,GSM2172308 1,4e9f7be1-70c7-4017-832a-fa7021009d31
pancreatic A cell,SRR3562639,GSM2172309 1,882cff5b-ac57-45a8-aa52-301f9341d781
pancreatic ductal cell,SRR3562640,GSM2172310 1,2a718b94-1a4f-471a-aa24-0e6f956220a9
pancreatic ductal cell,SRR3562641,GSM2172311 1,cc0f18a3-be65-4e55-a9b6-c536175ff374
pancreatic ductal cell,SRR3562642,GSM2172312 1,cb8902b3-f114-4ba2-9a52-d45f6551108b
pancreatic A cell,SRR3562643,GSM2172313 1,bacc21ca-bd79-4c94-b8ad-555a1a3694fe
pancreatic ductal cell,SRR3562644,GSM2172314 1,f67f3650-82b2-4a45-b485-301d26c6c835
pancreatic A cell,SRR3562645,GSM2172315 1,1e1200e9-f014-4951-9120-923bc325b67b
pancreatic ductal cell,SRR3562646,GSM2172316 1,723a2e17-be70-4fa7-a971-1064e5b1f1de
not available,SRR3562647,GSM2172317 1,5fe48766-c501-4dc6-90b5-638ec9bc435d
pancreatic ductal cell,SRR3562648,GSM2172318 1,76f761e3-0946-4703-ab57-b31ab3055ec3
not available,SRR3562649,GSM2172319 1,5a0e8b2b-e417-43da-a90e-3f2909fd8d3a
pancreatic ductal cell,SRR3562650,GSM2172320 1,af26fbe0-effe-4a87-94b2-9c88bd8551ab
not available,SRR3562651,GSM2172321 1,1989c702-f50f-4c83-a6a9-5258c242f748
pancreatic A cell,SRR3562652,GSM2172322 1,aa78b747-e59f-4ff2-bc90-ce876e6e3784
pancreatic A cell,SRR3562653,GSM2172323 1,24f7ecaf-21e3-4493-9532-2dfcad345a12
pancreatic ductal cell,SRR3562654,GSM2172324 1,7f1752c2-1fe8-443c-b074-9c4d5bfce054
pancreatic ductal cell,SRR3562655,GSM2172325 1,7cc32519-fa90-4115-930a-e38ca9a28f2c
pancreatic ductal cell,SRR3562656,GSM2172326 1,f2f58a97-0d0d-4465-b80f-66182108834c
pancreatic A cell,SRR3562657,GSM2172327 1,9065541f-10f7-4b40-b0fd-e43c3307fb36
not available,SRR3562658,GSM2172328 1,55906def-52b0-41da-8793-5189cb904d6b
pancreatic A cell,SRR3562659,GSM2172329 1,7e402afc-2fc0-418d-9836-be5869cd9962
not available,SRR3562660,GSM2172330 1,43834382-a7e4-4d93-8a04-a92a3e109c5c
acinar cell,SRR3562661,GSM2172331 1,8a42c49e-554d-4022-a72f-9eaa2ba1f799
not available,SRR3562662,GSM2172332 1,a8b5c1db-d6ed-48ab-a5af-c8afd2bba9a3
not available,SRR3562663,GSM2172333 1,97883112-6252-4b46-96e4-893d29139eee
pancreatic ductal cell,SRR3562664,GSM2172334 1,9b20f79a-e8d2-496f-a1d6-96dd4293a28b
pancreatic A cell,SRR3562665,GSM2172335 1,40bb1c3c-6589-45ea-bac9-93e7799a9979
pancreatic A cell,SRR3562666,GSM2172336 1,689e35d8-a52d-4f49-a65a-d8d8c4d1c37c
not available,SRR3562667,GSM2172337 1,06ecd4c6-f22f-4023-874e-bcc8d4d7a9b6
pancreatic ductal cell,SRR3562668,GSM2172338 1,1cf90375-662e-4712-bccd-e0930c2a53ce
pancreatic ductal cell,SRR3562669,GSM2172339 1,db1896b2-6e3e-4340-9e3c-995bbb661fc3
not available,SRR3562670,GSM2172340 1,4a44309f-744b-4225-a515-aa0e034b3bdd
not available,SRR3562671,GSM2172341 1,19f4355a-37e4-48bf-8b12-4ce98fa3e818
pancreatic A cell,SRR3562672,GSM2172342 1,b6b07cd4-3b58-4a25-8411-2d8b9287871b
not available,SRR3562673,GSM2172343 1,b7ba5f02-22e1-4921-929b-a563fb9e8444
pancreatic ductal cell,SRR3562674,GSM2172344 1,55cb8cf0-7577-4f8f-b14f-5bc31b2c0a1b
pancreatic ductal cell,SRR3562675,GSM2172345 1,590138ee-d65c-4244-af26-be17492d9968
pancreatic ductal cell,SRR3562676,GSM2172346 1,5e96cab5-2cf4-470c-b7df-4eceb1da9556
pancreatic A cell,SRR3562677,GSM2172347 1,29527c49-2b6c-4a57-939d-276dc1c21140
pancreatic ductal cell,SRR3562678,GSM2172348 1,9245809d-fc1a-44f7-aacf-52591f3d8df4
not available,SRR3562679,GSM2172349 1,0f42e889-1820-4c6c-b529-03abae471fc5
pancreatic ductal cell,SRR3562680,GSM2172350 1,4ebb4747-a723-432b-bc87-919224d57af4
pancreatic ductal cell,SRR3562681,GSM2172351 1,91c7883e-6ce2-413b-bc36-9e36d7a84cf6
type B pancreatic cell,SRR3562682,GSM2172352 1,10c4da3f-f443-4b9f-8922-41921766b6d7
pancreatic ductal cell,SRR3562683,GSM2172353 1,9fc6860b-41dd-4787-a74f-d2c91124f2a1
not available,SRR3562684,GSM2172354 1,047ee442-34e8-46f5-9a4c-f3c5b14604e9
pancreatic ductal cell,SRR3562685,GSM2172355 1,fafd7cc0-ec71-41c4-85d2-0d72175441df
not available,SRR3562686,GSM2172356 1,88c8957a-10e9-4740-8da7-3d751f1e229b
pancreatic ductal cell,SRR3562687,GSM2172357 1,2f3093a4-8d2b-404a-8182-9291f5923250
pancreatic ductal cell,SRR3562688,GSM2172358 1,7872c96d-d8ae-4cf7-8b30-2d14f7d321ba
pancreatic A cell,SRR3562689,GSM2172359 1,0bac14ba-f204-4a83-91ae-9b3ad7246be6
pancreatic A cell,SRR3562690,GSM2172360 1,a3acb3b7-aada-4c44-ad29-52cbc72f08cd
pancreatic ductal cell,SRR3562691,GSM2172361 1,11391fad-97e4-4c32-8123-e29890e932af
pancreatic A cell,SRR3562692,GSM2172362 1,080abf44-8cac-4704-b41c-e60504ca06cc
not available,SRR3562693,GSM2172363 1,c561091a-4e3b-47ce-94a3-6e533e43530e
pancreatic A cell,SRR3562694,GSM2172364 1,b69b9867-638b-47ec-8be4-7578caabe7f6
not available,SRR3562695,GSM2172365 1,96d2c175-0ec9-46a6-a94e-da80db433905
pancreatic ductal cell,SRR3562696,GSM2172366 1,702ad6ea-8482-46a7-a9ba-f52b49f74f93
pancreatic A cell,SRR3562697,GSM2172367 1,d55b7969-079b-4803-8993-d2acc78961ba
pancreatic ductal cell,SRR3562698,GSM2172368 1,3440adcd-4ed7-4a1d-9211-719327b3cd5c
pancreatic ductal cell,SRR3562699,GSM2172369 1,5bb00ad0-15c9-43df-8342-082578840662
pancreatic A cell,SRR3562700,GSM2172370 1,bf3996e6-56a7-421f-b23a-93a822b8f62a
pancreatic ductal cell,SRR3562701,GSM2172371 1,0fb87074-543b-4244-8bbb-c74df387b639
pancreatic ductal cell,SRR3562702,GSM2172372 1,d242bb28-77bb-48ab-861e-77996fafed22
not available,SRR3562703,GSM2172373 1,e1c97e6c-27c3-4dee-930a-9ad3dc8701f3
pancreatic ductal cell,SRR3562704,GSM2172374 1,8d37cfed-0bd6-4bbf-877b-c5ee4bda2429
pancreatic ductal cell,SRR3562705,GSM2172375 1,4d8f7e4a-fe76-4057-a4ee-dec0b553fff0
pancreatic A cell,SRR3562706,GSM2172376 1,e4b55c97-e8c3-4d98-b961-6841360ff1f7
pancreatic A cell,SRR3562707,GSM2172377 1,5a1c08cb-6012-4f45-a8db-8448861b1444
pancreatic A cell,SRR3562708,GSM2172378 1,3961c3bd-ec7d-43e5-920a-53d96512d594
pancreatic ductal cell,SRR3562709,GSM2172379 1,ad62a49e-f82f-4287-b1d3-08645422db80
pancreatic ductal cell,SRR3562710,GSM2172380 1,f02d3fca-730a-42ec-8320-ea7214f0f68d
pancreatic ductal cell,SRR3562711,GSM2172381 1,e60bd5d0-006c-4446-b37b-f357ce168062
pancreatic ductal cell,SRR3562712,GSM2172382 1,322a0550-63e5-4bc3-96b4-d80f9267fe51
pancreatic ductal cell,SRR3562713,GSM2172383 1,c8c5c196-2395-4fb9-9d9c-f6a8f988129b
pancreatic ductal cell,SRR3562714,GSM2172384 1,9b119277-3e33-4ebf-9e1a-ad4ea39608f0
acinar cell,SRR3562715,GSM2172385 1,622bceea-d2b2-499b-ad49-908c0631cbf8
pancreatic ductal cell,SRR3562716,GSM2172386 1,e4eb30c1-cec7-4608-89cc-dff3ca131de9
acinar cell,SRR3562717,GSM2172387 1,a535757f-32a9-4715-b26a-3c9da80eef3f
pancreatic A cell,SRR3562718,GSM2172388 1,8feef429-8b29-4bf8-b0a0-a8d09f0cc046
pancreatic ductal cell,SRR3562719,GSM2172389 1,0dda74d5-1c26-4b70-8574-d21f49810307
pancreatic ductal cell,SRR3562720,GSM2172390 1,497277bf-1c82-4c97-931f-f62f1beefb15
pancreatic ductal cell,SRR3562721,GSM2172391 1,752b6e7d-a380-42e7-8bb2-69bb614929fa
pancreatic A cell,SRR3562722,GSM2172392 1,2a2f74b1-b157-42b5-80a6-eec6b48ff155
pancreatic A cell,SRR3562723,GSM2172393 1,43cc3d0a-9bc6-46b5-90ca-d7b99e83cdd1
pancreatic ductal cell,SRR3562724,GSM2172394 1,41ac1787-d5d6-4bbb-bbfb-fea397f00fd4
pancreatic ductal cell,SRR3562725,GSM2172395 1,04aaa44d-8aba-4b07-a0d9-340d4927ef7e
pancreatic A cell,SRR3562726,GSM2172396 1,8a4d9fca-1578-4e6f-bd36-b6c5965e930a
pancreatic ductal cell,SRR3562727,GSM2172397 1,455adb2d-bebb-4bc1-88c2-ac9abfc46499
pancreatic ductal cell,SRR3562728,GSM2172398 1,bf022ccc-9ef8-4a68-adae-8eed8c2f98d8
pancreatic ductal cell,SRR3562729,GSM2172399 1,73cf578b-b555-48f3-a78e-09392de53dcb
pancreatic ductal cell,SRR3562730,GSM2172400 1,046c1a85-77f7-4033-b9ea-5994df96b83e
pancreatic A cell,SRR3562731,GSM2172401 1,91576d57-ffdf-47d7-b493-5538029e28fa
pancreatic ductal cell,SRR3562732,GSM2172402 1,6b0b638c-dddb-4d8c-96ab-adabbaa3e627
type B pancreatic cell,SRR3562733,GSM2172403 1,1ebdf02f-6a53-406c-8425-ff44cf3ea09a
pancreatic ductal cell,SRR3562734,GSM2172404 1,a11d2787-7614-47c0-837e-a19b414e73d5
pancreatic ductal cell,SRR3562735,GSM2172405 1,0455d0ab-af54-40d6-8b4f-0955dc1fb2fe
pancreatic ductal cell,SRR3562736,GSM2172406 1,203a7c2f-3fdc-4007-bf82-26cccfccc7ea
acinar cell,SRR3562737,GSM2172407 1,9e737a90-bd05-4e5f-855f-dffc300a489b
acinar cell,SRR3562738,GSM2172408 1,de9bd5b1-57ee-45d6-a8d1-59d977245257
pancreatic A cell,SRR3562739,GSM2172409 1,bd0f7f6c-f5ec-4523-b280-cb20e9031216
pancreatic ductal cell,SRR3562740,GSM2172410 1,883d67d9-6416-4feb-9a87-0899a62986b0
pancreatic ductal cell,SRR3562741,GSM2172411 1,f03ef7e9-66bf-4df8-bb3c-e59038349798
pancreatic ductal cell,SRR3562742,GSM2172412 1,4cbb661e-afac-4ce6-a059-1df63f2f01c3
pancreatic ductal cell,SRR3562743,GSM2172413 1,bf5784d1-ed84-4e56-bfc5-de1a9361f8ae
pancreatic ductal cell,SRR3562744,GSM2172414 1,5243193d-5549-41e6-aa2a-9efa1b1d6b2f
acinar cell,SRR3562745,GSM2172415 1,362bb468-2556-412d-bf11-5e60fe472e42
acinar cell,SRR3562746,GSM2172416 1,94024377-11b6-4a22-94e5-9abb255816f3
pancreatic ductal cell,SRR3562747,GSM2172417 1,359a2fc3-f873-4b08-a9eb-13a317771369
pancreatic ductal cell,SRR3562748,GSM2172418 1,2d00d496-4f39-40a0-bdc2-ca9d9977e685
pancreatic A cell,SRR3562749,GSM2172419 1,ef9e2d11-088d-4959-b5b9-b372defcf910
acinar cell,SRR3562750,GSM2172420 1,0cf3f420-e3e9-4d93-9247-d2447793d88c
pancreatic ductal cell,SRR3562751,GSM2172421 1,01280c48-eead-4dd3-9539-cb18d9fb6436
pancreatic ductal cell,SRR3562752,GSM2172422 1,04a5add9-cb9c-4618-9ec9-7f3c71fdfeb2
pancreatic ductal cell,SRR3562753,GSM2172423 1,90d2d26b-1f92-4d37-8f8b-8b87fc6a3687
pancreatic ductal cell,SRR3562754,GSM2172424 1,46b36da9-4a59-4fce-a6e2-5f7216d22338
pancreatic A cell,SRR3562755,GSM2172425 1,e36c6c37-b8e6-4aae-ae77-d455d0d07628
pancreatic ductal cell,SRR3562756,GSM2172426 1,921ad7bb-91d7-4a31-bcb6-dd22c303309f
mesenchymal cell,SRR3562757,GSM2172427 1,5939653d-97b3-4a31-a813-9b4ad1f08b8e
acinar cell,SRR3562758,GSM2172428 1,936e6763-ed05-497b-a613-cfad31332ac0
acinar cell,SRR3562759,GSM2172429 1,a45c55f7-b899-4e94-b72d-4d27946cb47a
acinar cell,SRR3562760,GSM2172430 1,766bb745-7cc8-47fc-8d00-5cffc630d532
pancreatic ductal cell,SRR3562761,GSM2172431 1,8c955d1e-6d31-45e3-8013-e55c93ddab33
